"School","Subject","StudentID","Gender","Country","Score"
"Shenzhen International Exchange School","Physical Education",64,"Female","China",75
"Andover Regional High School","Physical Education",64,"Female","USA",85
"Newton South High School","Physical Education",64,"Female","USA",80
"Phillips Academy","Physical Education",64,"Female","USA",100
"Action Boxborough Regional High School","Physical Education",64,"Female","USA",61
"Woburn Regional High School","Physical Education",64,"Female","USA",74
"Beijing No 4 Middle School","Science",64,"Female","China",62
"Hangzhou Xuejun Middle School","Science",64,"Female","China",63
"Jingling High School","Science",64,"Female","China",85
"Shanghai High School","Science",64,"Female","China",76
"Shenzhen International Exchange School","Science",64,"Female","China",54
"Andover Regional High School","Science",64,"Female","USA",30
"Newton South High School","Science",64,"Female","USA",81
"Phillips Academy","Science",64,"Female","USA",24
"Action Boxborough Regional High School","Science",64,"Female","USA",66
"Woburn Regional High School","Science",64,"Female","USA",44
"Beijing No 4 Middle School","History",64,"Female","China",73
"Hangzhou Xuejun Middle School","History",64,"Female","China",62
"Jingling High School","History",64,"Female","China",76
"Shanghai High School","History",64,"Female","China",93
"Shenzhen International Exchange School","History",64,"Female","China",97
"Andover Regional High School","History",64,"Female","USA",78
"Newton South High School","History",64,"Female","USA",80
"Phillips Academy","History",64,"Female","USA",22
"Action Boxborough Regional High School","History",64,"Female","USA",66
"Woburn Regional High School","History",64,"Female","USA",61
"Beijing No 4 Middle School","English",65,"Female","China",66
"Hangzhou Xuejun Middle School","English",65,"Female","China",59
"Jingling High School","English",65,"Female","China",68
"Shanghai High School","English",65,"Female","China",56
"Shenzhen International Exchange School","English",65,"Female","China",76
"Andover Regional High School","English",65,"Female","USA",31
"Newton South High School","English",65,"Female","USA",63
"Phillips Academy","English",65,"Female","USA",48
"Action Boxborough Regional High School","English",65,"Female","USA",45
"Woburn Regional High School","English",65,"Female","USA",49
"Beijing No 4 Middle School","Math",65,"Female","China",92
"Hangzhou Xuejun Middle School","Math",65,"Female","China",52
"Jingling High School","Math",65,"Female","China",98
"Shanghai High School","Math",65,"Female","China",69
"Shenzhen International Exchange School","Math",65,"Female","China",91
"Andover Regional High School","Math",65,"Female","USA",31
"Newton South High School","Math",65,"Female","USA",81
"Phillips Academy","Math",65,"Female","USA",46
"Action Boxborough Regional High School","Math",65,"Female","USA",39
"Woburn Regional High School","Math",65,"Female","USA",55
"Beijing No 4 Middle School","Physical Education",65,"Female","China",80
"Hangzhou Xuejun Middle School","Physical Education",65,"Female","China",70
"Jingling High School","Physical Education",65,"Female","China",64
"Shanghai High School","Physical Education",65,"Female","China",64
"Shenzhen International Exchange School","Physical Education",65,"Female","China",45
"Andover Regional High School","Physical Education",65,"Female","USA",65
"Newton South High School","Physical Education",65,"Female","USA",62
"Phillips Academy","Physical Education",65,"Female","USA",80
"Action Boxborough Regional High School","Physical Education",65,"Female","USA",100
"Woburn Regional High School","Physical Education",65,"Female","USA",90
"Beijing No 4 Middle School","Science",65,"Female","China",61
"Hangzhou Xuejun Middle School","Science",65,"Female","China",73
"Jingling High School","Science",65,"Female","China",72
"Shanghai High School","Science",65,"Female","China",75
"Shenzhen International Exchange School","Science",65,"Female","China",65
"Andover Regional High School","Science",65,"Female","USA",67
"Newton South High School","Science",65,"Female","USA",66
"Phillips Academy","Science",65,"Female","USA",66
"Action Boxborough Regional High School","Science",65,"Female","USA",46
"Woburn Regional High School","Science",65,"Female","USA",73
"Beijing No 4 Middle School","History",65,"Female","China",82
"Hangzhou Xuejun Middle School","History",65,"Female","China",66
"Jingling High School","History",65,"Female","China",66
"Shanghai High School","History",65,"Female","China",51
"Shenzhen International Exchange School","History",65,"Female","China",93
"Andover Regional High School","History",65,"Female","USA",66
"Newton South High School","History",65,"Female","USA",83
"Phillips Academy","History",65,"Female","USA",66
"Action Boxborough Regional High School","History",65,"Female","USA",66
"Woburn Regional High School","History",65,"Female","USA",66
"Beijing No 4 Middle School","English",66,"Female","China",79
"Hangzhou Xuejun Middle School","English",66,"Female","China",63
"Jingling High School","English",66,"Female","China",85
"Shanghai High School","English",66,"Female","China",98
"Shenzhen International Exchange School","English",66,"Female","China",80
"Andover Regional High School","English",66,"Female","USA",57
"Newton South High School","English",66,"Female","USA",61
"Phillips Academy","English",66,"Female","USA",45
"Action Boxborough Regional High School","English",66,"Female","USA",46
"Woburn Regional High School","English",66,"Female","USA",61
"Beijing No 4 Middle School","Math",66,"Female","China",73
"Hangzhou Xuejun Middle School","Math",66,"Female","China",75
"Jingling High School","Math",66,"Female","China",75
"Shanghai High School","Math",66,"Female","China",82
"Shenzhen International Exchange School","Math",66,"Female","China",74
"Andover Regional High School","Math",66,"Female","USA",61
"Newton South High School","Math",66,"Female","USA",58
"Phillips Academy","Math",66,"Female","USA",2
"Action Boxborough Regional High School","Math",66,"Female","USA",41
"Woburn Regional High School","Math",66,"Female","USA",31
"Beijing No 4 Middle School","Physical Education",66,"Female","China",45
"Hangzhou Xuejun Middle School","Physical Education",66,"Female","China",97
"Jingling High School","Physical Education",66,"Female","China",68
"Shanghai High School","Physical Education",66,"Female","China",69
"Shenzhen International Exchange School","Physical Education",66,"Female","China",45
"Andover Regional High School","Physical Education",66,"Female","USA",91
"Newton South High School","Physical Education",66,"Female","USA",67
"Phillips Academy","Physical Education",66,"Female","USA",73
"Action Boxborough Regional High School","Physical Education",66,"Female","USA",52
"Woburn Regional High School","Physical Education",66,"Female","USA",85
"Beijing No 4 Middle School","Science",66,"Female","China",72
"Hangzhou Xuejun Middle School","Science",66,"Female","China",82
"Jingling High School","Science",66,"Female","China",46
"Shanghai High School","Science",66,"Female","China",58
"Shenzhen International Exchange School","Science",66,"Female","China",63
"Andover Regional High School","Science",66,"Female","USA",30
"Newton South High School","Science",66,"Female","USA",56
"Phillips Academy","Science",66,"Female","USA",40
"Action Boxborough Regional High School","Science",66,"Female","USA",66
"Woburn Regional High School","Science",66,"Female","USA",63
"Beijing No 4 Middle School","History",66,"Female","China",61
"Hangzhou Xuejun Middle School","History",66,"Female","China",64
"Jingling High School","History",66,"Female","China",59
"Shanghai High School","History",66,"Female","China",72
"Shenzhen International Exchange School","History",66,"Female","China",68
"Andover Regional High School","History",66,"Female","USA",100
"Newton South High School","History",66,"Female","USA",42
"Phillips Academy","History",66,"Female","USA",61
"Action Boxborough Regional High School","History",66,"Female","USA",100
"Woburn Regional High School","History",66,"Female","USA",62
"Beijing No 4 Middle School","English",67,"Female","China",90
"Hangzhou Xuejun Middle School","English",67,"Female","China",98
"Jingling High School","English",67,"Female","China",47
"Shanghai High School","English",67,"Female","China",77
"Shenzhen International Exchange School","English",67,"Female","China",76
"Andover Regional High School","English",67,"Female","USA",63
"Newton South High School","English",67,"Female","USA",81
"Phillips Academy","English",67,"Female","USA",38
"Action Boxborough Regional High School","English",67,"Female","USA",70
"Woburn Regional High School","English",67,"Female","USA",68
"Beijing No 4 Middle School","Math",67,"Female","China",65
"Hangzhou Xuejun Middle School","Math",67,"Female","China",71
"Jingling High School","Math",67,"Female","China",55
"Shanghai High School","Math",67,"Female","China",100
"Shenzhen International Exchange School","Math",67,"Female","China",73
"Andover Regional High School","Math",67,"Female","USA",49
"Newton South High School","Math",67,"Female","USA",45
"Phillips Academy","Math",67,"Female","USA",42
"Action Boxborough Regional High School","Math",67,"Female","USA",81
"Woburn Regional High School","Math",67,"Female","USA",47
"Beijing No 4 Middle School","Physical Education",67,"Female","China",78
"Hangzhou Xuejun Middle School","Physical Education",67,"Female","China",57
"Jingling High School","Physical Education",67,"Female","China",69
"Shanghai High School","Physical Education",67,"Female","China",75
"Shenzhen International Exchange School","Physical Education",67,"Female","China",79
"Andover Regional High School","Physical Education",67,"Female","USA",46
"Newton South High School","Physical Education",67,"Female","USA",64
"Phillips Academy","Physical Education",67,"Female","USA",80
"Action Boxborough Regional High School","Physical Education",67,"Female","USA",44
